     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
      6104          0.9356          0.9027         13.4430   TrainedModels/top_all36_cgenff-sub-6104
      6105          0.9354          0.9030         13.4468   TrainedModels/top_all36_cgenff-sub-6105
      6106          0.9367          0.9062         13.5041   TrainedModels/top_all36_cgenff-sub-6106
      6107          0.9352          0.9062         13.3934   TrainedModels/top_all36_cgenff-sub-6107
      6108          0.9377          0.9059         13.4551   TrainedModels/top_all36_cgenff-sub-6108
      6109          0.9347          0.9034         13.4469   TrainedModels/top_all36_cgenff-sub-6109
      6110          0.9392          0.9062         13.5049   TrainedModels/top_all36_cgenff-sub-6110
      6111          0.9338          0.9053         13.4454   TrainedModels/top_all36_cgenff-sub-6111
      6112          0.9374          0.9078         13.3899   TrainedModels/top_all36_cgenff-sub-6112
      6113          0.9355          0.9049         13.4379   TrainedModels/top_all36_cgenff-sub-6113
      6114          0.9376          0.9037         13.5002   TrainedModels/top_all36_cgenff-sub-6114
      6115          0.9351          0.9034         13.4633   TrainedModels/top_all36_cgenff-sub-6115
      6116          0.9366          0.9024         13.4455   TrainedModels/top_all36_cgenff-sub-6116
      6117          0.9347          0.9034         13.3919   TrainedModels/top_all36_cgenff-sub-6117
      6118          0.9347          0.9011         13.4930   TrainedModels/top_all36_cgenff-sub-6118
      6119          0.9338          0.9053         13.4522   TrainedModels/top_all36_cgenff-sub-6119
      6120          0.9363          0.9024         13.4583   TrainedModels/top_all36_cgenff-sub-6120
      6121          0.9365          0.9075         13.4422   TrainedModels/top_all36_cgenff-sub-6121
      6122          0.9347          0.9040         13.4554   TrainedModels/top_all36_cgenff-sub-6122
      6123          0.9379          0.9059         13.4523   TrainedModels/top_all36_cgenff-sub-6123
      6124          0.9355          0.9046         13.4414   TrainedModels/top_all36_cgenff-sub-6124
      6125          0.9374          0.9059         13.4496   TrainedModels/top_all36_cgenff-sub-6125
      6126          0.9354          0.9046         13.5145   TrainedModels/top_all36_cgenff-sub-6126
      6127          0.9365          0.9030         13.3857   TrainedModels/top_all36_cgenff-sub-6127
      6128          0.9350          0.9011         13.4324   TrainedModels/top_all36_cgenff-sub-6128
      6129          0.9370          0.9043         13.4380   TrainedModels/top_all36_cgenff-sub-6129
      6130          0.9353          0.9037         13.5157   TrainedModels/top_all36_cgenff-sub-6130
      6131          0.9356          0.9021         13.4441   TrainedModels/top_all36_cgenff-sub-6131
      6132          0.9365          0.9040         13.3856   TrainedModels/top_all36_cgenff-sub-6132
      6133          0.9353          0.9049         13.4395   TrainedModels/top_all36_cgenff-sub-6133
      6134          0.9370          0.9049         13.5070   TrainedModels/top_all36_cgenff-sub-6134
      6135          0.9353          0.9049         13.4548   TrainedModels/top_all36_cgenff-sub-6135
      6136          0.9383          0.9072         13.4452   TrainedModels/top_all36_cgenff-sub-6136
      6137          0.9351          0.9046         13.3907   TrainedModels/top_all36_cgenff-sub-6137
      6138          0.9374          0.9046         13.5091   TrainedModels/top_all36_cgenff-sub-6138
      6139          0.9345          0.9043         13.4384   TrainedModels/top_all36_cgenff-sub-6139
      6140          0.9375          0.9034         13.4522   TrainedModels/top_all36_cgenff-sub-6140
      6141          0.9349          0.9018         13.4641   TrainedModels/top_all36_cgenff-sub-6141
      6142          0.9370          0.9043         13.4603   TrainedModels/top_all36_cgenff-sub-6142
      6143          0.9352          0.9018         13.4354   TrainedModels/top_all36_cgenff-sub-6143
      6144          0.9359          0.9053         13.4378   TrainedModels/top_all36_cgenff-sub-6144
      6145          0.9365          0.9053         13.4561   TrainedModels/top_all36_cgenff-sub-6145
      6146          0.9360          0.9062         13.5029   TrainedModels/top_all36_cgenff-sub-6146
      6147          0.9380          0.9059         13.3762   TrainedModels/top_all36_cgenff-sub-6147
      6148          0.9355          0.9034         13.4334   TrainedModels/top_all36_cgenff-sub-6148
      6149          0.9385          0.9059         13.4479   TrainedModels/top_all36_cgenff-sub-6149
      6150          0.9356          0.9040         13.5085   TrainedModels/top_all36_cgenff-sub-6150
      6151          0.9374          0.9040         13.4409   TrainedModels/top_all36_cgenff-sub-6151
      6152          0.9348          0.9015         13.3730   TrainedModels/top_all36_cgenff-sub-6152
      6153          0.9371          0.9027         13.4262   TrainedModels/top_all36_cgenff-sub-6153
      6154          0.9359          0.9015         13.4921   TrainedModels/top_all36_cgenff-sub-6154
      6155          0.9366          0.9049         13.4450   TrainedModels/top_all36_cgenff-sub-6155
      6156          0.9362          0.9043         13.4382   TrainedModels/top_all36_cgenff-sub-6156
      6157          0.9348          0.9030         13.3881   TrainedModels/top_all36_cgenff-sub-6157
      6158          0.9373          0.9056         13.4824   TrainedModels/top_all36_cgenff-sub-6158
      6159          0.9347          0.9027         13.4607   TrainedModels/top_all36_cgenff-sub-6159
      6160          0.9378          0.9068         13.4397   TrainedModels/top_all36_cgenff-sub-6160
      6161          0.9346          0.9043         13.4463   TrainedModels/top_all36_cgenff-sub-6161
      6162          0.9384          0.9075         13.4369   TrainedModels/top_all36_cgenff-sub-6162
      6163          0.9347          0.9046         13.4426   TrainedModels/top_all36_cgenff-sub-6163
      6164          0.9385          0.9062         13.4360   TrainedModels/top_all36_cgenff-sub-6164
      6165          0.9354          0.9043         13.4490   TrainedModels/top_all36_cgenff-sub-6165
      6166          0.9378          0.9049         13.5025   TrainedModels/top_all36_cgenff-sub-6166
      6167          0.9341          0.9021         13.3847   TrainedModels/top_all36_cgenff-sub-6167
      6168          0.9338          0.9021         13.4437   TrainedModels/top_all36_cgenff-sub-6168
      6169          0.9329          0.9046         13.4351   TrainedModels/top_all36_cgenff-sub-6169
      6170          0.9334          0.9015         13.5130   TrainedModels/top_all36_cgenff-sub-6170
      6171          0.9323          0.9024         13.4445   TrainedModels/top_all36_cgenff-sub-6171
      6172          0.9324          0.9008         13.3841   TrainedModels/top_all36_cgenff-sub-6172
      6173          0.9335          0.9040         13.4246   TrainedModels/top_all36_cgenff-sub-6173
      6174          0.9348          0.9034         13.5090   TrainedModels/top_all36_cgenff-sub-6174
      6175          0.9385          0.9056         13.4577   TrainedModels/top_all36_cgenff-sub-6175
      6176          0.9329          0.9037         13.4554   TrainedModels/top_all36_cgenff-sub-6176
      6177          0.9369          0.9043         13.4025   TrainedModels/top_all36_cgenff-sub-6177
      6178          0.9345          0.9053         13.4989   TrainedModels/top_all36_cgenff-sub-6178
      6179          0.9366          0.9021         13.4568   TrainedModels/top_all36_cgenff-sub-6179
      6180          0.9364          0.9030         13.4512   TrainedModels/top_all36_cgenff-sub-6180
      6181          0.9321          0.9008         13.4456   TrainedModels/top_all36_cgenff-sub-6181
      6182          0.9352          0.9030         13.4416   TrainedModels/top_all36_cgenff-sub-6182
      6183          0.9364          0.9043         13.4390   TrainedModels/top_all36_cgenff-sub-6183
      6184          0.9358          0.9043         13.4443   TrainedModels/top_all36_cgenff-sub-6184
      6185          0.9354          0.9037         13.4415   TrainedModels/top_all36_cgenff-sub-6185
      6186          0.9345          0.9034         13.5121   TrainedModels/top_all36_cgenff-sub-6186
      6187          0.9354          0.9056         13.3941   TrainedModels/top_all36_cgenff-sub-6187
      6188          0.9363          0.9037         13.4239   TrainedModels/top_all36_cgenff-sub-6188
      6189          0.9336          0.9018         13.4357   TrainedModels/top_all36_cgenff-sub-6189
      6190          0.9360          0.9034         13.4862   TrainedModels/top_all36_cgenff-sub-6190
      6191          0.9376          0.9046         13.4443   TrainedModels/top_all36_cgenff-sub-6191
      6192          0.9333          0.9015         13.3682   TrainedModels/top_all36_cgenff-sub-6192
      6193          0.9370          0.9034         13.4431   TrainedModels/top_all36_cgenff-sub-6193
      6194          0.9354          0.9021         13.4941   TrainedModels/top_all36_cgenff-sub-6194
      6195          0.9358          0.9053         13.4693   TrainedModels/top_all36_cgenff-sub-6195
      6196          0.9365          0.9018         13.4335   TrainedModels/top_all36_cgenff-sub-6196
      6197          0.9341          0.9040         13.3721   TrainedModels/top_all36_cgenff-sub-6197
      6198          0.9370          0.9072         13.4870   TrainedModels/top_all36_cgenff-sub-6198
      6199          0.9362          0.9043         13.4525   TrainedModels/top_all36_cgenff-sub-6199
      6200          0.9361          0.9043         13.4475   TrainedModels/top_all36_cgenff-sub-6200
      6201          0.9356          0.9030         13.4354   TrainedModels/top_all36_cgenff-sub-6201
      6202          0.9372          0.9062         13.4424   TrainedModels/top_all36_cgenff-sub-6202
      6203          0.9344          0.9046         13.4380   TrainedModels/top_all36_cgenff-sub-6203
      6204          0.9382          0.9046         13.4415   TrainedModels/top_all36_cgenff-sub-6204
      6205          0.9353          0.9043         13.4405   TrainedModels/top_all36_cgenff-sub-6205
      6206          0.9373          0.9046         13.5035   TrainedModels/top_all36_cgenff-sub-6206
      6207          0.9356          0.9030         13.3797   TrainedModels/top_all36_cgenff-sub-6207
      6208          0.9377          0.9040         13.4377   TrainedModels/top_all36_cgenff-sub-6208
      6209          0.9349          0.9021         13.4384   TrainedModels/top_all36_cgenff-sub-6209
      6210          0.9367          0.9043         13.5151   TrainedModels/top_all36_cgenff-sub-6210
      6211          0.9356          0.9037         13.4425   TrainedModels/top_all36_cgenff-sub-6211
      6212          0.9364          0.9037         13.3954   TrainedModels/top_all36_cgenff-sub-6212
      6213          0.9365          0.9059         13.4325   TrainedModels/top_all36_cgenff-sub-6213
      6214          0.9360          0.9027         13.4864   TrainedModels/top_all36_cgenff-sub-6214
      6215          0.9373          0.9065         13.4548   TrainedModels/top_all36_cgenff-sub-6215
      6216          0.9343          0.9024         13.4465   TrainedModels/top_all36_cgenff-sub-6216
      6217          0.9383          0.9062         13.3755   TrainedModels/top_all36_cgenff-sub-6217
